"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2015",16.52,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2015",5.59,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2015",5.45,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2015",12.13,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2015",3.79,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2015",10.84,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2015",24.45,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2015",8.17,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2014",6.72,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2014",13.43,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2014",5.25,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2014",4.83,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2014",9.32,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2014",3.77,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2014",9.69,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2014",21.06,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2014",7.49,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2013",7.35,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2013",17.41,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2013",5.01,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2013",5.34,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2013",11.94,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2013",3.67,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2013",10.52,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2013",27.9,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2013",7.03,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 15+","2017",12,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 15-24","2017",29.02,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 25+","2017",9.05,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 15+","2017",9.78,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 15-24","2017",25.66,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 25+","2017",6.9,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 15+","2017",20.62,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 15-24","2017",45.45,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 25+","2017",17.13,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 15+","2016",10.2,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 15-24","2016",25.72,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 25+","2016",7.71,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 15+","2016",8.18,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 15-24","2016",22.07,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 25+","2016",5.81,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 15+","2016",18.25,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 15-24","2016",44.94,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 25+","2016",14.95,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 15+","2015",11.21,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 15-24","2015",29.84,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 25+","2015",8.03,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 15+","2015",9.92,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 15-24","2015",26.72,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 25+","2015",6.97,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 15+","2015",16.57,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 15-24","2015",45.3,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 25+","2015",12.33,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 15+","2014",10.21,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 15-24","2014",25.03,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 25+","2014",7.37,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 15+","2014",8.96,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 15-24","2014",22.29,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 25+","2014",6.31,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 15+","2014",15.58,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 15-24","2014",39.02,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 25+","2014",11.77,,,,
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 15+","2013",9.82,,,,"Data reference period: September"
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 15-24","2013",24.8,,,,"Data reference period: September"
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Total","Age (Youth, adults): 25+","2013",6.77,,,,"Data reference period: September"
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 15+","2013",8.3,,,,"Data reference period: September"
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 15-24","2013",21.6,,,,"Data reference period: September"
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Male","Age (Youth, adults): 25+","2013",5.54,,,,"Data reference period: September"
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 15+","2013",16.3,,,,"Data reference period: September"
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 15-24","2013",39.78,,,,"Data reference period: September"
"Algeria","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Household Employment Survey","Sex: Female","Age (Youth, adults): 25+","2013",11.93,,,,"Data reference period: September"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2022",3.76,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15-24","2022",8.32,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 25+","2022",2.82,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 15+","2022",3.26,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 15-24","2022",6.63,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 25+","2022",2.49,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 15+","2022",4.45,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 15-24","2022",11.22,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 25+","2022",3.25,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2021",4.55,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15-24","2021",9.12,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 25+","2021",3.56,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 15+","2021",3.68,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 15-24","2021",6.93,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 25+","2021",2.89,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 15+","2021",5.77,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 15-24","2021",13.04,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 25+","2021",4.46,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2020",6.13,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15-24","2020",11.09,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 25+","2020",5.17,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 15+","2020",5.28,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 15-24","2020",8.73,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 25+","2020",4.53,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 15+","2020",7.34,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 15-24","2020",15.39,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 25+","2020",6.04,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2019",3.81,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15-24","2019",8.75,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 25+","2019",2.85,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 15+","2019",3.25,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 15-24","2019",6.86,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 25+","2019",2.47,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 15+","2019",4.58,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 15-24","2019",12.01,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 25+","2019",3.34,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2018",3.53,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15-24","2018",7.95,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 25+","2018",2.65,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 15+","2018",2.92,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 15-24","2018",6.41,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 25+","2018",2.14,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 15+","2018",4.38,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 15-24","2018",10.57,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Female","Age (Youth, adults): 25+","2018",3.32,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2017",3.84,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15-24","2017",8.45,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 25+","2017",2.89,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 15+","2017",3.05,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 15-24","2017",6.57,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Male","Age (Youth, adults): 25+","2017",2.27,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
